review,features,product,review_cleaned
"piece of junk . i am a soldier serving in baghdad right now . i bought the nomad when i went home on leave and it worked great for about a month . 
lock up the other day when i was listening to a song , it locked up and will not do anything now . it says i have a harddisk problem . and since i 'm out here i can 't mail it back under my 90 days and they wo n't help me out cause they say that the conditions here are not covered under the warranty . it worked good for a while . it did lock up on me a couple of times . and then it just froze and now i 'm out $ 300 for their piece of junk .","[{'feature': 'up', 'polarity': -1, 'strength': 2}]",Creative MP3,piece junk soldier serving baghdad right bought nomad went home leave worked great month lock day listening song locked anything say harddisk problem since mail back 90 day wo nt help cause say condition covered warranty worked good lock couple time froze 300 piece junk
"nomads are wonderful , but be carefull ! i first bought a 6 gig nomad jukebox ( original ). unfortunatly it was dropped and damaged a year after i bought it . the batteries would not charge . so i took it back to best buy where i bought it and exchanged it for a newer zen 20 gig model . 
hard drive in that model the hard drive just died one morning before my class . it 's nothing major , just a bad hard drive , any hard drive mp3 player can have that problem . so rule of thumb , no matter what you end up buying , get the extended warranty ! it always pays off . hope i 've been of some help .","[{'feature': 'drive', 'polarity': -1, 'strength': 2}]",Creative MP3,nomad wonderful carefull first bought 6 gig nomad jukebox original unfortunatly dropped damaged year bought battery would charge took back best buy bought exchanged newer zen 20 gig model hard drive model hard drive died one morning class nothing major bad hard drive hard drive mp3 player problem rule thumb matter end buying get extended warranty always pay hope help
"the best 4mp compact digital available  
camera this camera is perfect for an enthusiastic amateur photographer . 
picture, macro the pictures are razor-sharp , even in macro . 
size it is small enough to fit easily in a coat pocket or purse . 
weight it is light enough to carry around all day without bother . 
feature operating its many features is easy and often obvious - i 'm no annie lebovitz , but i was able to figure out most of its abilities just messing around with it at a camera store . 
manual the manual does a fine job filling in any blanks that remain . 
auto focus,scene mode the auto-focus performs well , but i love having the 12 optional scene modes - they are dummy-proof , and correspond to many situations in which i would actually seek to use the camera . 
rechargable battery comes with a 16 mb compact flash and one rechargable battery the charging unit , included , is fast and small . i bought a 256 mb cf and a second battery , so it 's good to go on a long vacation . 
camera i enthusiastically recommend this camera .","[{'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 3}, {'feature': 'macro', 'polarity': 1, 'strength': 3}, {'feature': 'size', 'polarity': 1, 'strength': 2}, {'feature': 'weight', 'polarity': 1, 'strength': 1}, {'feature': 'feature', 'polarity': 1, 'strength': 2}, {'feature': 'manual', 'polarity': 1, 'strength': 2}, {'feature': 'focus', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'battery', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 2}]",Nikon Camera,best 4mp compact digital available camera camera perfect enthusiastic amateur photographer picture macro picture razorsharp even macro size small enough fit easily coat pocket purse weight light enough carry around day without bother feature operating many feature easy often obvious annie lebovitz able figure ability messing around camera store manual manual fine job filling blank remain auto focusscene mode autofocus performs well love 12 optional scene mode dummyproof correspond many situation would actually seek use camera rechargable battery come 16 mb compact flash one rechargable battery charging unit included fast small bought 256 mb cf second battery good go long vacation camera enthusiastically recommend camera
"perfect to grow into i got my camera three days back , and although i had some experience with digital cameras prior to purchasing this one , i still rate myself as a beginner . i bought this camera because it fit my budget and the pre-production and production model reviews were positive . 
camera, use, feature it 's easy to use , and yet very feature rich . 
auto mode,scene mode in the auto mode it functions basically as a point and click , the scene modes are very easy to use and produce good results . 
manual mode the manual mode is feature rich and i can 't wait to get the hang of it . 
macro mode,picture the macro mode is exceptional , the pictures are very clear and you can take the pictures with the lens unbelievably close the subject . 
battery life the battery life is very good , i got about 90 minutes with the lcd turned on all the time , the first time around , and i have been using it with the lcd off every now and then , and have yet needed to recharge it . the camera comes with a lexar 16mb starter card , which stores about 10 images in fine mode at the highest resolution , i intend to buy a bigger card soon .","[{'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'use', 'polarity': 1, 'strength': 1}, {'feature': 'feature', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 1}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 3}, {'feature': 'picture', 'polarity': 1, 'strength': 3}, {'feature': 'life', 'polarity': 1, 'strength': 3}]",Nikon Camera,perfect grow got camera three day back although experience digital camera prior purchasing one still rate beginner bought camera fit budget preproduction production model review positive camera use feature easy use yet feature rich auto modescene mode auto mode function basically point click scene mode easy use produce good result manual mode manual mode feature rich wait get hang macro modepicture macro mode exceptional picture clear take picture lens unbelievably close subject battery life battery life good got 90 minute lcd turned time first time around using lcd every yet needed recharge camera come lexar 16mb starter card store 10 image fine mode highest resolution intend buy bigger card soon
"near perfection i love photography . i had an older camera that was simply a point and shoot camera . i needed something with more power , so i bought a nikon coolpix 4300 . 
camera, use i fell in love with this camera , it combines ease of use , with an immense amount of options and power . you can use the scene modes , or fine tune the options , i. you can change the iso level , shutter speed , etc. 
camera this camera is ideal for people who want more power , but do n't want to spend 1000s dollars on a camera .","[{'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'use', 'polarity': 1, 'strength': 1}, {'feature': 'camera', 'polarity': 1, 'strength': 2}]",Nikon Camera,near perfection love photography older camera simply point shoot camera needed something power bought nikon coolpix 4300 camera use fell love camera combine ease use immense amount option power use scene mode fine tune option change iso level shutter speed etc camera camera ideal people want power nt want spend 1000 dollar camera
"not too excited i bought coolpix 4300 two months after i had bought canon powershot s400 . reason for two ? it was not easy sharing one with my teen age kid . the two cameras are very similar in functionality and pricing . i 've had no problem with canon whatsoever . 
picture quality with nikon , although picture qualities are as good as any other 4 mp cameras , i 've had the following headaches ; 
transfer 1 . pictures wo n't transfer to pc directly from the camera using the included transfer cable . i did everything i could , and it took many days of frustration before concluding that the only way to transfer to pc is with the card reader . card reader is included . 2 . the speed is noticeably slower than canon , especially so with flashes on . 3 . with low battery , it twice wiped out the entire pictures in the memory chip . i used lexar 256 mb and i still use it which means nothing is wrong with lexar . be very careful when the battery is low and make sure to carry extra batteries .","[{'feature': 'quality', 'polarity': 1, 'strength': 1}, {'feature': 'transfer', 'polarity': -1, 'strength': 2}]",Nikon Camera,excited bought coolpix 4300 two month bought canon powershot s400 reason two easy sharing one teen age kid two camera similar functionality pricing problem canon whatsoever picture quality nikon although picture quality good 4 mp camera following headache transfer 1 picture wo nt transfer pc directly camera using included transfer cable everything could took many day frustration concluding way transfer pc card reader card reader included 2 speed noticeably slower canon especially flash 3 low battery twice wiped entire picture memory chip used lexar 256 mb still use mean nothing wrong lexar careful battery low make sure carry extra battery
"only "" cons "" here the other reviewers have clearly pointed all the good things about this camera , which i do agree . but there are certain issues might be they are to me here - all of them are minor; not major ones though , 
auto mode . this camera keeps on autofocussing in auto mode with a buzzing sound which can 't be stopped . would be really good if they have given an option to stop this autofocussing . . if you want to have the date ; time on the image , its only through their software "" nikon view "" which reads the images date ; time from the images meta-data . so if you use your card reader ; copy images - you got to onceagain open them through their software to put the date ; time . in that too , there is n't a direct way to add date ; time - you got to say ' print images ' to a different directory in which there is an option to specify the date ; time . 
image . even the slightest of the shakes totally distorts your image 
indoor image . images taken indoor were n't so clear . you got to have flash ' on ' to get it eventhough your room is well lit 
lens cap . lens cap is a really annoying . go ; get a high speed like lexar 12x or higher cf card . else with simpler viking cf cards , it takes couple of seconds to write a picture with approximately "" fine **"" picture quality  "" image size : 1600 . 
movie . the movie clips taken will always have some ' noise ' in it - you can 't avoid that . 
camera, picture, close-up shooting but overall this is a good camera with a ' really good ' picture clarity ; an exceptional close-up shooting capability . i would rate this is 4.5 stars picture quality ; image size defined above are specific to nikon coolpix .","[{'feature': 'mode', 'polarity': -1, 'strength': 2}, {'feature': 'image', 'polarity': -1, 'strength': 2}, {'feature': 'image', 'polarity': -1, 'strength': 2}, {'feature': 'cap', 'polarity': -1, 'strength': 3}, {'feature': 'movie', 'polarity': -1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 2}, {'feature': 'shooting', 'polarity': 1, 'strength': 3}]",Nikon Camera,con reviewer clearly pointed good thing camera agree certain issue might minor major one though auto mode camera keep autofocussing auto mode buzzing sound stopped would really good given option stop autofocussing want date time image software nikon view read image date time image metadata use card reader copy image got onceagain open software put date time nt direct way add date time got say print image different directory option specify date time image even slightest shake totally distorts image indoor image image taken indoor nt clear got flash get eventhough room well lit lens cap lens cap really annoying go get high speed like lexar 12x higher cf card else simpler viking cf card take couple second write picture approximately fine picture quality image size 1600 movie movie clip taken always noise avoid camera picture closeup shooting overall good camera really good picture clarity exceptional closeup shooting capability would rate 45 star picture quality image size defined specific nikon coolpix
"bad service 
menu dial knob within a year , there are problems with my menu dial knob . it became stucked which makes it almost impossible to switch between modes . 
servicing i send my camera to nikon for servicing , took them a whole 6 weeks to diagnose the problem . worse of all , they claim that it 's some kind of internal damage and refuse to cover the cost via warranty ! they would n't repair my camera unless if i pay $ 100 for parts ? and labor ! 
camera,customer service it is a good camera in terms of the function and quality , but take your chance with it because nikon absolutely sucks when it comes to customer service .","[{'feature': 'knob', 'polarity': -1, 'strength': 2}, {'feature': 'servicing', 'polarity': -1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'service', 'polarity': -1, 'strength': 2}]",Nikon Camera,bad service menu dial knob within year problem menu dial knob became stucked make almost impossible switch mode servicing send camera nikon servicing took whole 6 week diagnose problem worse claim kind internal damage refuse cover cost via warranty would nt repair camera unless pay 100 part labor cameracustomer service good camera term function quality take chance nikon absolutely suck come customer service
"system error 
system error got a "" system error "" problem 30 days after purchase . 
camera made the camera totally inoperable . 
lens cap also , the lens cap design is flawed . you have to manually take the cap off in order to use it . 
audio audio on video also lacking . 
picture,delay otherwise , it takes very good pictures ; shutter delay is n't so bad either . still , had to send it back to nikon for repair .","[{'feature': 'error', 'polarity': -1, 'strength': 2}, {'feature': 'camera', 'polarity': -1, 'strength': 2}, {'feature': 'cap', 'polarity': -1, 'strength': 2}, {'feature': 'audio', 'polarity': -1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 3}, {'feature': 'delay', 'polarity': 1, 'strength': 1}]",Nikon Camera,system error system error got system error problem 30 day purchase camera made camera totally inoperable lens cap also lens cap design flawed manually take cap order use audio audio video also lacking picturedelay otherwise take good picture shutter delay nt bad either still send back nikon repair
"amazing camera i am an amateur photographer and here is a piece of advise to all the folks who are thinking about making a move the digital world . 
camera nikon 4300 , i feel , is the best camera out there for the features and price . here were my requirements in a digital camera : 1 . i had initially thought of buying a 2 or 3 megapixel camera but these are good for 4x6 "" or 5x7 "" prints and i wanted some really great 8x10 "" photos once in a while . 2 . i did not want a very small camera as it seems to get lost in my hands and i was n't comfortable with that . i wanted a decent sized camera with a contour for my fingers to hold it steadily . 3 . i wanted a camera that had a lot of built-in settings for different types of suroundings while giving me an option to use my photography skills although , i am an amateur with an interest in photography by turning on the manual settings . 4 . and , of course , i wanted a respected brand and had to stay within my budget because i had bought an expensive camcorder before but had n't used it much . depending on all the above requirements , i had narrowed down my search to nikon 4300 and canon powershot s400 models . nikon got the final nod for its settings auto and manual along with movie modes , medium; compact size , price , brand name , good software that is included and previous reviews . i should say i have been very happy with my decision ever since . 
picture the pictures are absolutely amazing - the camera captures the minutest of details . a few things that might make it even better : 
indoor picture 1 . pictures taken in an indoor setting are a little dull and rarely hazy if you tend to take photographs from a distance . 
delay 2 . it takes a while for the camera to actually capture the photograph from the time you click the button and i have seen people becoming a little impatient waiting for the flash to glow . 
picture 3 . the pictures come out hazy if your hands shake even for a moment during the entire process of taking a picture . all the above , i think , are problems with all the digital cameras out there and so i have no major complaints . try to buy a tripod and that should solve some of those problems . whichever camera you buy , add upto about 200 dollars for an additional memory card i bought a 256 mb card , usb card reader , camera bag and the warranty . and finally , get your pictures developed at a kodak picture maker machine even though it costs you a little extra - no one can beat kodak processing in terms of clarity and brightness . hope this review has helped you in making up your mind . i have taken about 150 photographs so far and have absolutely loved the experience . i am looking forward to my vegas trip for some great photographs now .","[{'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'picture', 'polarity': 1, 'strength': 3}, {'feature': 'picture', 'polarity': -1, 'strength': 1}, {'feature': 'delay', 'polarity': -1, 'strength': 2}, {'feature': 'picture', 'polarity': -1, 'strength': 2}]",Nikon Camera,amazing camera amateur photographer piece advise folk thinking making move digital world camera nikon 4300 feel best camera feature price requirement digital camera 1 initially thought buying 2 3 megapixel camera good 4x6 5x7 print wanted really great 8x10 photo 2 want small camera seems get lost hand nt comfortable wanted decent sized camera contour finger hold steadily 3 wanted camera lot builtin setting different type suroundings giving option use photography skill although amateur interest photography turning manual setting 4 course wanted respected brand stay within budget bought expensive camcorder nt used much depending requirement narrowed search nikon 4300 canon powershot s400 model nikon got final nod setting auto manual along movie mode medium compact size price brand name good software included previous review say happy decision ever since picture picture absolutely amazing camera capture minutest detail thing might make even better indoor picture 1 picture taken indoor setting little dull rarely hazy tend take photograph distance delay 2 take camera actually capture photograph time click button seen people becoming little impatient waiting flash glow picture 3 picture come hazy hand shake even moment entire process taking picture think problem digital camera major complaint try buy tripod solve problem whichever camera buy add upto 200 dollar additional memory card bought 256 mb card usb card reader camera bag warranty finally get picture developed kodak picture maker machine even though cost little extra one beat kodak processing term clarity brightness hope review helped making mind taken 150 photograph far absolutely loved experience looking forward vega trip great photograph
"super camera with our compact 35mm broken , and a vacation in europe at hand , i finally decided to enter the digital age . i first intended to buy the 3100 , but am really happy to invest the extra money for the 4300 . the lense is a lot better , and the 4mb produce fantastic pictures . 
auto mode, manual mode, scene mode the possibilities with auto , manual , and the very helpful "" scene "" mode , which offers 11 optimized situational settings like portrait , landscape , beach / snow , sunset etc. , are endless . 
movie mode the movie mode is also working great . 
software the 4300 comes with excellent easy to install software i use it on xp and win98 without problem , battery charger , usb and video cable . a 64mb flash card camera comes with a 16mb holds 52 pictures on "" normal "" resolution . 
print i experimented with online print ordering with the two major us brick and mortar retailers , and they both delivered great results . 
print even at the "" normal "" setting , a 8x10 print ! shows not a single sign of visible rendering or pixels - you could never tell that the picture has been taken by a "" digital "" . 
battery life the battery life is ok , but can be somewhat short when working a lot with the monitor on . i therefore bought a second battery as a backup , and due to the lightingfast charging with the included charger , which by the way works on 110v as well as 220v in europe , we ran never out of "" juice "" . i highly recommend the accessory kit , which provides you with everything else you need : a nice camera bag , which holds camera plus all the cables and the charger . furher it contains a card reader , a flash card folder for up to 8 cards , a lense cleaning rag , and an ac adapter , which is very helpful when working in an "" outlet environment "" . 
camera over all a fantastic very compact camera , which made us experience photography on a totally new level !","[{'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'software', 'polarity': 1, 'strength': 3}, {'feature': 'print', 'polarity': 1, 'strength': 2}, {'feature': 'print', 'polarity': 1, 'strength': 3}, {'feature': 'life', 'polarity': 1, 'strength': 1}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Nikon Camera,super camera compact 35mm broken vacation europe hand finally decided enter digital age first intended buy 3100 really happy invest extra money 4300 lense lot better 4mb produce fantastic picture auto mode manual mode scene mode possibility auto manual helpful scene mode offer 11 optimized situational setting like portrait landscape beach snow sunset etc endless movie mode movie mode also working great software 4300 come excellent easy install software use xp win98 without problem battery charger usb video cable 64mb flash card camera come 16mb hold 52 picture normal resolution print experimented online print ordering two major u brick mortar retailer delivered great result print even normal setting 8x10 print show single sign visible rendering pixel could never tell picture taken digital battery life battery life ok somewhat short working lot monitor therefore bought second battery backup due lightingfast charging included charger way work 110v well 220v europe ran never juice highly recommend accessory kit provides everything else need nice camera bag hold camera plus cable charger furher contains card reader flash card folder 8 card lense cleaning rag ac adapter helpful working outlet environment camera fantastic compact camera made u experience photography totally new level
"camera shake after reading all the glowing review on this camera , i went to my local camera shop to try one . i currently own an olympus d-550 which takes wonderful outdoor pictures . however , indoor pictures of subjects more than a few feet away can be blurry or grainy . anyway , in the store , i tried coolpix 4300 along with two other 4mp models minolta dimage s414 , and panasonic lumix . 
picture focusing on a display rack about 20 feet away in a brightly lit room during day time , pictures produced by this camera were blurry and in a shade of orange . pictures produced by the minolta were orange but not blurry . pictures produced by the panasonic were excellent . the store clerk concluded that the blurriness may be caused by shaking the camera slightly when i press the button , which is understandable since this camera is lighter than the other two models . anyway , i ended up purchasing the lumix . i 'm sure that this camera has all the wonderful features that others talk about . however , as an average person with unsteady hands , i doubt it 'll perform well in lower light settings .","[{'feature': 'picture', 'polarity': -1, 'strength': 2}]",Nikon Camera,camera shake reading glowing review camera went local camera shop try one currently olympus d550 take wonderful outdoor picture however indoor picture subject foot away blurry grainy anyway store tried coolpix 4300 along two 4mp model minolta dimage s414 panasonic lumix picture focusing display rack 20 foot away brightly lit room day time picture produced camera blurry shade orange picture produced minolta orange blurry picture produced panasonic excellent store clerk concluded blurriness may caused shaking camera slightly press button understandable since camera lighter two model anyway ended purchasing lumix sure camera wonderful feature others talk however average person unsteady hand doubt perform well lower light setting
"great camera i purchased the nikon 4300 after several weeks of searching . the value , name , and resolution signed the lease . 
picture after nearly 800 pictures i have found that this nikon takes incredible pictures . 
digital zoom,optical zoom the digital zoom takes as good of pictures , as the optical zoom does ! 
picture the inside pics , can be a bit challenging , but when you can instantly delete pics you dont like , that are not focused perfectly , or need lighting adjustments , make this camera very simple and effective . 
feature i love all of the features , and presets as well . 
sunset feature sunset feature takes incredible pics in the morning , and the evening ! 
software the software you get with this camera is perfect . 
touchup, redeye touchups , redeye , and so on are very easy to alter , and correct . i definately recommend a large memory card . i use a 128mb card , and usually get around 70 to 100 pics 1024-1280 res. , with good resolution . very large pics take 8mb each ! 
battery life battery life is good , although i recommend two rechargebles , or a alkaline backup , for those emergency pics you have to have . 
camera all and all , i am extremely pleased with this camera . making the step from film to digital has been a great move . i find myself emailing pics to everyone i know . 
camera great camera , great investment !","[{'feature': 'picture', 'polarity': 1, 'strength': 3}, {'feature': 'zoom', 'polarity': 1, 'strength': 2}, {'feature': 'zoom', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': -1, 'strength': 2}, {'feature': 'feature', 'polarity': 1, 'strength': 3}, {'feature': 'feature', 'polarity': 1, 'strength': 3}, {'feature': 'software', 'polarity': 1, 'strength': 3}, {'feature': 'touchup', 'polarity': 1, 'strength': 2}, {'feature': 'redeye', 'polarity': 1, 'strength': 2}, {'feature': 'life', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Nikon Camera,great camera purchased nikon 4300 several week searching value name resolution signed lease picture nearly 800 picture found nikon take incredible picture digital zoomoptical zoom digital zoom take good picture optical zoom picture inside pic bit challenging instantly delete pic dont like focused perfectly need lighting adjustment make camera simple effective feature love feature presets well sunset feature sunset feature take incredible pic morning evening software software get camera perfect touchup redeye touchups redeye easy alter correct definately recommend large memory card use 128mb card usually get around 70 100 pic 10241280 re good resolution large pic take 8mb battery life battery life good although recommend two rechargebles alkaline backup emergency pic camera extremely pleased camera making step film digital great move find emailing pic everyone know camera great camera great investment
"excellent camera this is my second digital camera , though i also use one at work and have some experience with several nikon and canon models . 
use,quality,size the nikon coolpix 4300 is wonderful -- easy to use , high quality , and compact in size . with an extra battery and a couple of good sized memory cards you are all set for a day of picture taking while on vacation . 
auto setting the auto setting does a great job most of the time but there are manual settings for those who want them . if something were to happen to my nikon coolpix 4300 , i would order another just like it .","[{'feature': 'use', 'polarity': 1, 'strength': 1}, {'feature': 'quality', 'polarity': 1, 'strength': 2}, {'feature': 'size', 'polarity': 1, 'strength': 1}, {'feature': 'setting', 'polarity': 1, 'strength': 2}]",Nikon Camera,excellent camera second digital camera though also use one work experience several nikon canon model usequalitysize nikon coolpix 4300 wonderful easy use high quality compact size extra battery couple good sized memory card set day picture taking vacation auto setting auto setting great job time manual setting want something happen nikon coolpix 4300 would order another like
"the ricksters review after much research i decided on the nikon coolpix 4300 . 
camera it has many great features and very few bad ones . 
picture,ease of use it takes excellent pics and is very easy to use , if you read the manual . if you cant get great pics from this camera its because you havent read the manual . 
lcd the only things i have found that i havent liked is that the lcd is hard to read in daylight but everyone elses is too . 
download downloads are a snap and quick . 
control controls easy yo use and easy to get to . 
camera i 'm extremely glad i bought this camera .","[{'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 2}, {'feature': 'use', 'polarity': 1, 'strength': 2}, {'feature': 'lcd', 'polarity': -1, 'strength': 1}, {'feature': 'download', 'polarity': 1, 'strength': 2}, {'feature': 'control', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Nikon Camera,ricksters review much research decided nikon coolpix 4300 camera many great feature bad one pictureease use take excellent pic easy use read manual cant get great pic camera havent read manual lcd thing found havent liked lcd hard read daylight everyone elses download downloads snap quick control control easy yo use easy get camera extremely glad bought camera
"super little camera 
camera really happy with this little camera . 
size it is n't big and offensive , though you would n't know it by looking at the pics it takes . got it for christmas , still learning a few of the settings , but i do n't take pictures every single day . 
picture,print settings for just about everything , beautiful pics and beautiful prints . 
zoomed image i expected the 12x digital zoom to be grainy , but onfull size high to fine quality , the zoomed images are quite impressive . did buy a 256mb compact flash , it holds a lot of pics at any resolution . i only wish you could get high quality tiff images at all resolutions , but does n't seem any of the buget cameras do . 
camera still , at least from my perspective , a great camera for the money , and i 'm a happy camper !","[{'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'size', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 2}, {'feature': 'print', 'polarity': 1, 'strength': 2}, {'feature': 'image', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 2}]",Nikon Camera,super little camera camera really happy little camera size nt big offensive though would nt know looking pic take got christmas still learning setting nt take picture every single day pictureprint setting everything beautiful pic beautiful print zoomed image expected 12x digital zoom grainy onfull size high fine quality zoomed image quite impressive buy 256mb compact flash hold lot pic resolution wish could get high quality tiff image resolution nt seem buget camera camera still least perspective great camera money happy camper
"beginner looks experienced with coolpix 
camera this is a wonderful camera . my wife and i read and read and read reviews on different cameras for months . in the end this is the one that we decided upon and since have never had buyer 's remorse . 
4mp,optical zoom 4 mp gives you room for the future gaining experience ; cost offsets over time from wanting more in a camera , 3x optical and the fact that it carries nikon 's quality reputation behind it make the whole package prove itself worthwile at the price . 
picture one neat thing - i have taken some pictures in what i thought would be impossible lighting conditions pitch black rooms - no problem for the camera - rooms looked like they had ample lighting .","[{'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': '4mp', 'polarity': 1, 'strength': 2}, {'feature': 'zoom', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 2}]",Nikon Camera,beginner look experienced coolpix camera wonderful camera wife read read read review different camera month end one decided upon since never buyer remorse 4mpoptical zoom 4 mp give room future gaining experience cost offset time wanting camera 3x optical fact carry nikon quality reputation behind make whole package prove worthwile price picture one neat thing taken picture thought would impossible lighting condition pitch black room problem camera room looked like ample lighting
"can i have a few more stars please 
camera this little camera has created a marriage between myself and nikon. never knew i could love a digital camera so much . 
software, online service the software that comes with it is amazing and the online service that comes free is really very neat. clean clear and well focused on over 95 % of all photos taken by a beginner . 100 % perfect if you put some thought and time into reading the manual before you take the photos . i took the camera and just gave it to someone . no instructions . 
photo just point and shoot and the photos were great . just imagine if you place a bit of knowledge when you take your photos . 
memory card the memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda wolla . my pda becames a digital album . i have a 128mb card in it and can shoot over 150 hi res photos . 
camera if you have to buy a camera on a buget, this has got to be the one . go get it . before they are sold out !","[{'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'software', 'polarity': 1, 'strength': 3}, {'feature': 'service', 'polarity': 1, 'strength': 2}, {'feature': 'photo', 'polarity': 1, 'strength': 2}, {'feature': 'card', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 2}]",Nikon Camera,star please camera little camera created marriage nikon never knew could love digital camera much software online service software come amazing online service come free really neat clean clear well focused 95 photo taken beginner 100 perfect put thought time reading manual take photo took camera gave someone instruction photo point shoot photo great imagine place bit knowledge take photo memory card memory card fit nicely since also pocket pc automatically installed picture software pda wolla pda becames digital album 128mb card shoot 150 hi re photo camera buy camera buget got one go get sold
"great camera 
camera great camera , i have been using this for several months and got excellent results , simple friendly usage , in many scenes indoor , outdoor , snow , close up macro etc.","[{'feature': 'camera', 'polarity': 1, 'strength': 2}]",Nikon Camera,great camera camera great camera using several month got excellent result simple friendly usage many scene indoor outdoor snow close macro etc
"great camera for a great price i bought my nikon coolpix4300 about a week ago . 
camera, feature this is my first digital camera and i can say that i am quite impressed with the features that it has . 
use it is easy enough to use for a beginner like me but it has plenty of features for me to grow into . 
macro i particularly like the way it aids me in taking my macro shots . 
picture quality my friends were impressed with the quality of the pictures i took ! 
autofocus one downside though is that autofocus does not work well when battery is low . i assume this is the case for most cameras since it does not have enough power to do autofocus . 
battery life battery life is ok . i plan on buying a second battery and a larger cf for it .","[{'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'feature', 'polarity': 1, 'strength': 2}, {'feature': 'use', 'polarity': 1, 'strength': 2}, {'feature': 'macro', 'polarity': 1, 'strength': 2}, {'feature': 'quality', 'polarity': 1, 'strength': 2}, {'feature': 'autofocus', 'polarity': -1, 'strength': 2}, {'feature': 'life', 'polarity': 1, 'strength': 1}]",Nikon Camera,great camera great price bought nikon coolpix4300 week ago camera feature first digital camera say quite impressed feature use easy enough use beginner like plenty feature grow macro particularly like way aid taking macro shot picture quality friend impressed quality picture took autofocus one downside though autofocus work well battery low assume case camera since enough power autofocus battery life battery life ok plan buying second battery larger cf
"not disappointed 
camera great camera , and for the price you can 't beat it . i 've been using it for about 3 months now . 
control i found the controls very intuitive and learned how to manuver through the menus quickly . 
quality the quality is superb . 
size the small size is perfect for my little hands , but may perhaps be uncomfortable or awkward for a bigger person .","[{'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'control', 'polarity': 1, 'strength': 3}, {'feature': 'quality', 'polarity': 1, 'strength': 3}, {'feature': 'size', 'polarity': 1, 'strength': 2}]",Nikon Camera,disappointed camera great camera price beat using 3 month control found control intuitive learned manuver menu quickly quality quality superb size small size perfect little hand may perhaps uncomfortable awkward bigger person
